,가수,노래 제목,노래 가사
109,별,내가 정말 사랑하는 사람이 있죠,눈코 뜰새 없이 그새 하루가 갔죠 시간은 참 거짓없이 잘만 가네요 주체할 수 없던 오늘 하루의 끝에 날 다독였죠 잘 견뎠어요 감당할 수 없었던 커지는 내 맘은 숨길 수 없어 용기 내서 좀 더 가까이 다가갔죠 내가 정말 사랑하는 사람이 있죠 익숙함에 항상 잘해주지 못하고 아플 때는 대신 아파 줄 수 없음에 참 슬펐지만 참아야 했죠 서툴러요 아직 궁금한게 참 많죠 이해해요 모든 쉬울 수는 없잖아요 말하지 못한 말들 너무나 많지만 그대가 날 보며 웃을 땐 가슴이 자꾸 설레어요 내가 정말 사랑하는 사람이 있죠 익숙함에 항상 잘해주지 못하고 아플 때는 대신 아파 줄 수 없음에 참 슬펐지만 참아야 했죠 이젠 좋은 일만 있을 거에요 무슨 일이 있어도 우린 다 이겨 낼 거에요 혼자 모든 걸 하지 마요 내가 정말 사랑하는 사람이 있죠 익숙함에 항상 잘해주지 못하고 아플 때는 대신 아파 줄 수 없음에 참 슬펐지만 참아야 했죠 이젠 내가 그댈 지켜 줄 거에요 오래도록 행복할 수 있도록 나
110,세이지 (Say'Z),Into my life,그때로 돌아간다면 지금 우린 조금 달라졌을까 엎질러진 시간 속에 허우적대며 내일을 향해 지금 아는 것들을 그때도 알았더라면 후회하지 않았을 텐데 모래시계처럼 삶을 뒤집을 순 없을까 몇 번이든 돌리고 싶어 Wherever you want 네가 원하는 대로 가 시간마저 거슬러 뛰어가 Whenever you want 기억의 태엽을 감아 엉켜버린 삶에 뛰어 올라 날 데려가 줘 그때로 돌아간다면 내 선택은 달라질 수 있을까 엎질러진 운명일까 주워 담지 못한 어제처럼 지금 아는 것들을 그때도 알았더라면 오늘이 좀 달라졌을까 모래시계처럼 후회가 점점 쌓여만 가 몇 번이든 돌리고 싶어 Wherever you want 네가 원하는 대로 가 시간마저 거슬러 뛰어가 Whenever you want 기억의 태엽을 감아 엉켜버린 삶에 뛰어 올라 날 데려가 줘 내 하루가 뫼비우스의 띠처럼 반복돼 시든 꽃 같은 어제의 바램도 그때처럼 활짝 피기를 Wherever you want 네가 원하는 대로 가 시간마저 거슬러 뛰어가 Whenever you want 기억의 태엽을 감아 엉켜버린 삶에 뛰어 올라 날 데려가 줘 날 데려가 줘
111,하현상,Slowly Fall,Hi I saw you as you go It's flashing light It's flashing light Is all with you Accelerate through the light It's slowing down in your eye Ha ah ah ah Ha ah ah Nothing anew Went through the night It’s gonna be a day the night is on our way And it is so far It's slowy falling off I'm holding it now Before it's going Away And it is so hard It's slowly falling off Until the day of our life I won't let go I won't let go Of you Accelerate through the night And rising up to the sky Ha ah ah ah Ha ah ah Nothing anew When we’re in light It’s gonna be the silent night when your away And it is so far I'm slowy falling off I'm holding it now Before it's going Away And it is so hard It's slowly falling off Until the day of our life I won't let go I won't let go Of you Oh oh oh oh Oh oh oh Oh oh oh ohoh Oh oh Oh oh Oh oh oh Oh oh oh Oh oh oh
112,양정승,All For Love (with. 비오는오후),하늘을 보면 나 알 수 있어요 그대 어떻게 지내시는지 아무 말 하지 않아도 느낄 수가 있어요 나 이렇게 숨쉬고 있으니 비에 가려져 볼 수 없다 해도 이젠 두렵지 않아요 항상 같은 맘으로 존재 할 수 있으니 희망을 갖고 이겨내요 Forever love Forever with you 내 생명이 다하는 그날까지도 나 영원히 별을 보며 따라 갈 거예요 내 안에 그댈 느끼며 어디에서든 눈이 마주쳐도 그대 낯설지 않도록 내가 힘이 될게요 I feel you inside me 그대도 날 보고 있다면 Forever love Forever with you 내 생명이 다하는 그날까지도 나 영원히 별을 보며 따라 갈 거예요 내 안에 그댈 느끼며 홀로 외로웠겠죠 나를 비춰 주면서 Until I leave this world I'll love you 언제라도 날 부르면 대답할 수 있게 그대를 기억 할게요 나의 생명이 다하는 날까지
113,베너비 (Venoby),핑크빛 너랑 (Feat. 한살차이),수많은 사람들 속에 너만 딱 볼 수 있어 니 말투와 그 웃음이 날 설레이게 해 수많은 사람들 속에 난 널 찾을 수 있어 니 향기와 그 목소리 그게 내 맘 설레게 만들어 함께 걷는 이 거리 가득한 떨리는 심장소리 너도 내 맘 같을 까 너와 나 입을 맞추던 그 순간도 처음 손잡던 그 순간도 내겐 모든 게 다 꿈인 것 같아 매일 찾아오는 햇살처럼 한 걸음 두 걸음 다가와 줘 내 맘에 매일 바라봐도 좋은 걸 매번 껴안아도 좋은 걸 검은 머리가 파뿌리 돼도 영원히 사랑할게 My Girl 내게만 수줍어하던 어린애 같던 모습 좀 낯설던 니 말투도 내겐 너무 사랑스러워 함께 걷는 이 거리 가득한 떨리는 심장소리 너도 내 맘 같을 까 너와 나 입을 맞추던 그 순간도 처음 손잡던 그 순간도 내겐 모든 게 다 꿈인 것 같아 매일 찾아오는 햇살처럼 한 걸음 두 걸음 다가와 줘 내 맘에 난 너를 보면 설레 다 주고 싶어 네게 긴긴밤을 너와 함께 있고 싶어 난 매일 봐도 반해 꼭 안고 싶어 품에 너 없인 하루도 못 견디겠어 꽃 향기 가득 퍼지는 이 거리에 내 눈엔 정말 너 밖에 안 보여 너에게 취해버린 걸 까 정말 깨기 싫은 이 기분 이대로 영원히 내 곁에 있어 줄래 너와 나 입을 맞추던 그 순간도 처음 손잡던 그 순간도 내겐 모든 게 다 꿈인 것 같아 매일 찾아오는 햇살처럼 한 걸음 두 걸음 다가와 줘 내 사랑
114,리디아 (Lydia),벚꽃이 필 때쯤 생각나는 너란 사람,춥던 겨울이 지나고 또 다시 어느덧 봄이야 꽃 향기가 가득 담긴 이 시간이 힘이들어 난 난 아직인가봐 걷다 벤치에 앉아서 따뜻한 커피를 마시며 행복했던 그때로 난 돌아가잖아 매년 나는 왜 이러는지 벚꽃이 필 때쯤 생각나는 너란 사람 함께 거닐었던 이 길 위에 서서 우리 그렇게 좋았었는데 널 그리워하다 하루를 보내 하늘만 바라보았어 오늘 더 유난히 좋았어 난 그때와 같은데 난 변한게 없어 너는 정말 나를 잊었니 벚꽃이 필 때쯤 생각나는 너란 사람 함께 거닐었던 이 길 위에 서서 우리 그렇게 좋았었는데 널 그리워하다 하루를 보내 시들지 않는 그리움속에 난 하루하루 지치고 있어 벚꽃이 필 때쯤 생각나는 너란 사람 함께 거닐었던 이 길 위에 서서 우리 그렇게 좋았었는데 널 그리워하다 하루를 보내
115,김기태,반쪽짜리,예쁘게 웃고 있는 나의 사랑 You are my angel 새롭게 시작되는 온 세상이 너무 신기해요 아파했던 나의 지난날을 작은 두 손으로 감싸준 너 너를 모른 채 살았던 나는 반쪽짜리 네가 없는 이 세상은 그저 반쪽짜리 이제야 나를 온전하게 해준 그대 정말 내 고마운 사람 모르겠니 네가 웃어야만 내가 행복할 수 있다는 걸 너를 모른 채 살았던 나는 반쪽짜리 네가 없는 이 세상은 그저 반쪽짜리 이제야 나를 온전하게 해준 그대 정말 내 고마운 그대 정말 내 고마운 그대 정말 내 고마운 사람 홀로 방안에 앉아 웅크린 채 숨어있던 내게 이리 나와 보라며 손짓하는 너를 보고 나도 웃었지 나도 이제 사는구나 웃는구나 내가 내가 너를 모른 채 살았던 나는 반쪽짜리 네가 없는 이 세상은 그저 반쪽짜리 이제야 나를 온전하게 해준 그대 정말 내 고마운 사람 함께해줘 고마워요 사랑해요 그대
116,박하람,Weight,작은 네 몸짓 하나도 무심한 눈빛 하나도 하루 종일 내 맘에 남아 나를 힘들게 해요 이별을 준비하기엔 내 맘은 그대로인데 내 맘과 너무 다른 너의 맘을 느낄 수 있어 변치 않겠다던 너의 달콤했던 그 말들 음 의미도 없이 깨져버려 기억할 수조차 없이 마지막을 준비해야 하네 수 없이 준비한 이별이 이렇게 허무하게 끝 날 줄 알았다면 사랑해 이 말은 꼭 하고 싶어서 돌아선 널 보며 나 혼자 남아 네게 전하고 있어 네 기억 속의 내 모습 예쁘게 남아주기를 하고 싶은 말 모두 참고 그냥 웃어버렸어 변치 않겠다던 너의 달콤했던 그 말들 음 의미도 없이 깨져버려 기억할 수조차 없이 마지막을 준비해야 하네 수 없이 준비한 이별이 이렇게 허무하게 끝 날 줄 알았다면 사랑해 이 말은 꼭 하고 싶어서 돌아선 널 보며 나 혼자 남아 네게 전하고 있어 가지 마 한 번만 돌아봐 너에게 달려가서 사랑해 말할 거야 무심히 떠나는 뒷모습 보며 이제는 한참을 멀어진 너를 수 없이 준비한 이별이 이렇게 허무하게 끝 날 줄 알았다면 사랑해 이 말은 꼭 하고 싶어서 돌아선 널 보며 나 혼자 남아 네게 전하고 있어
117,조수연,"Nowhere, But Now Here",이 순간은 나로 인해 존재하는 걸까 너로 인해 흐르는 걸까 Nowhere But Now Here 간절한 바램 오래된 소망 기다린 내일 새로운 시작 어딘가엔 있을 것 같이 그 어디에도 없을 것 같은 우리의 만남이 주어진 시간이 어제와 내일은 오늘의 우리는 Nowhere 고르지 않은 길을 걸어 가파른 언덕을 올라 저기 어딘가에 내가 있을 거라 믿어 But Now Here 살아 숨 쉬는 작은 소리 고민이 많은 이 밤에 이곳에 지금 난 여기 있다고 말해줘 지금 난 여기 있다고 말해줘 어제와 내일은 오늘의 우리는 Nowhere 고르지 않은 길을 걸어 가파른 언덕을 올라 저기 어딘가에 내가 있을 거라 믿어 But Now Here 살아 숨 쉬는 작은 소리 고민이 많은 이 밤에 이곳에 지금 난 여기 있다고 말해줘 Nowhere 고르지 않은 길을 걸어 가파른 언덕을 올라 저기 어딘가에 내가 있을 거라 믿어 But Now Here 살아 숨 쉬는 작은 소리 고민이 많은 이 밤에 이곳에 지금 난 여기 있다고 말해줘 이 순간은 나로 인해 존재하고 있고 너로 인해 흐르고 있어 Nowhere But Now Here
118,가을눈사람,To my love (Feat. 민지 & 세준),널 처음 보고 상상을 했어 네가 나의 여자친구 였으면 좋겠다고 수줍어 하던 우리 그 모습이 얼마나 예뻤는지 한 순간에 사랑에 빠졌고 내 하루하루가 더 특별해졌어 너와 함께한 모든 것들이 다 아름다웠어 너와 평생 짝꿍이 되고 싶어 나와 결혼해 줄래 화장 안 해도 예쁘다고 꼭 말해주기 반찬투정 하지 않기 힘든 일 있을 때에 함께 고민하기 매일 한 번씩 서로 사랑한다고 말해주기 잠들 때에 팔배게 해주기 언제나 내 편 되어주기 너에게 약속할게 우리 같이 걷는 이 길이 낯설진 모르지만 지금 이 순간 만큼은 우리가 제일 예쁠거야 화장 안 해도 예쁘다고 꼭 말해주기 반찬투정 하지 않기 힘든 일 있을 때에 함께 고민하기 매일 한 번씩 서로 사랑한다고 말해주기 잠들 때에 팔배게 해주기 언제나 내 편 되어주기 너에게 약속할게 때론 철부지 어린아이 같은 내겐 소중한 사람 영원히 한 사람 사랑할게 너만을 화장 안 해도 예쁘다고 꼭 말해주기 반찬투정 하지 않기 힘든 일 있을 때에 함께 고민하기 매일 한 번씩 서로 사랑한다고 말해주기 잠들 때에 팔배게 해주기 언제나 내 편 되어주기 너에게 약속할게 약속해줘 나 하나만을 한평생 사랑한다고 My love
119,Ashes (애쉬즈),잠들지 않는 도시,잠들지 않는 나의 도시에서 나는 혼자인듯 숨을 쉬지 않네 너의 맘 속에서 숨어있어야 해 눈부시게 날 움직이던 떠다니는 흑백영화들이 무슨 소용이라 말하던 내가 가진 모든 그리움아 오늘의 나는 좀 더 나아져 있을까 여기에서 나는 한 발을 더 뗄 수 있을까 언젠가 우리 어두운 곳에 있으면 다시 돌아올 수 있을까 소리없이 날 괴롭히던 자라나는 너의 가지들이 어쩔 수 없는 거라 하던 내가 가진 모든 외로움아 오늘의 나는 좀 더 나아져 있을까 여기에서 나는 한 발을 더 뗄 수 있을까 언젠가 우리 어두운 곳에 있으면 다시 돌아올 수 있을까 오늘의 나는 좀 더 나아져 있을까 여기에서 나는 한 발을 더 뗄 수 있을까 언젠가 우리 어두운 곳에 있으면 다시 돌아올 수 있을까 내일의 나는 좀 더 달라져 있을까 여기에서 나는 한 발을 더 뗄 수 있을까 언젠가 우리 어두운 곳 에 있으면 다시 돌아올 수 있을까 언젠가 너를 찾을 수 없게 된다면 다시 돌아올 수 있을까
120,시슬리,희망,안된다고 말하지 말아요 할 수 없다 말하지 말아요 그렇게 만은 안 될꺼에요 우리에겐 희망이 있으니까요 언젠가 이루어질 작은 꿈들을 위해 오늘도 내일도 달릴거잖아요 지나간 시간들은 잊어버려요 생각할수록 지금의 시간이 아까워져요 스쳐지나간 작은 일들은 우리 꿈을 더디게 만들죠 신경쓰지말아요 관심두지말아요 앞으로의 시간 들만 생각해요 잘하고 있어요 주눅들지 말아요 할 수 있다 말해요 우리에겐 희망이 있으니까요 희망은 우리를 향해 있어요 희망은 우리에게 앞으로만 생각하게 하죠 새로운 날들이 우리를 기다리고 있어요 지금보다 더 많이 사랑하고 지금보다 더 많이 좋은 일들이 희망이란 말로 점점 다가오고 있어요 지치지 말고 오늘도 다시 힘을 내봐요 그 자리에서 넘어진다 해도 다시 일어나면되요 조금 힘들어도 되요 앞으로만 가면 되죠 희망은 우리에게 있으니까 희망은 우리를 향해 있어요 안된다고 말하지 말아요 할 수 없다 말하지 말아요 그렇게 만은 안 될꺼에요 우리에겐 희망이 있으니까요
121,윤수지,나를 잃지마,뚜벅 뚜벅 오늘을 걷다 모두 내일을 걷고 있는듯 한데 뚜벅 뚜벅 나에게 묻다 이 길에 발자국 또한 내가 맞을까 좌절된 생각 끝 없는 고민 나를 넘어지게 하고 정해진 성공 더 나은 사람 내 흔적은 하나 없네 뚜벅 뚜벅 오늘을 걷다 모두 내일을 걷고 있는듯 한데 뚜벅 뚜벅 나에게 묻다 이 길에 발자국 또한 내가 맞을까 좌절된 생각 끝 없는 고민 나를 넘어지게 하고 정해진 성공 더 나은 사람 내 흔적은 하나 없네 나를 잃지마 나는 내가 좋아 나는 내가 좋아 천천히 가도 느리게 보여도 뒤 돌아 볼줄 아는 내가 좋은걸 나는 내가 좋아 나는 내가 좋아 때론 넘어 지고 주저 앉아도 다시 일어나 걸어 가면 되는걸 나는 내가 좋아 나는 내가 좋아 나는 내가 좋아 나는 내가 좋아 나는 내가 좋아 나는 내가 좋아 나는 내가 좋아 나는 내가 좋아 나는 내가 좋아 나는 내가 좋아 천천히 가도 느리게 보여도 뒤 돌아 볼줄 아는 내가 좋은걸 나는 내가 좋아 나는 내가 좋아 때론 넘어 지고 주저 앉아도 다시 일어나 걸어 가면 되는걸 나는 내가 좋아 나는 내가 좋아 나는 내가 좋아
